Blue,Green,Yellow,Red,Orange
475,567,805,1480,1014
482,570,804,1455,972
491,581,810,1411,913
504,595,818,1373,849
521,613,817,1359,791
543,638,836,1353,746
560,656,857,1357,698
596,689,882,1373,661
615,723,905,1412,639
649,748,927,1462,621
674,780,962,1521,608
701,818,988,1575,608
721,840,1013,1623,608
732,847,1025,1670,605
741,856,1046,1722,605
739,857,1060,1740,600
719,840,1064,1751,603
703,814,1061,1747,604
681,794,1061,1743,600
651,761,1060,1727,604
612,729,1059,1715,598
587,700,1051,1692,590
553,671,1051,1669,591
536,643,1040,1659,586
512,630,1041,1659,589
497,611,1030,1653,585
484,603,1028,1660,584
480,586,1014,1664,591
469,583,996,1687,596
470,572,974,1689,595
466,569,954,1675,599
463,560,917,1670,596
461,557,895,1657,600
464,555,869,1638,598
464,555,851,1602,593
463,551,827,1571,593
466,552,808,1522,585
471,553,794,1471,578
477,554,788,1432,571
481,560,782,1397,572
487,566,777,1356,562
499,580,788,1336,556
510,596,794,1321,554
529,622,809,1318,553
555,635,824,1340,559
578,666,853,1377,563
602,697,873,1415,566
634,730,901,1467,574
661,765,936,1523,574
686,792,962,1575,584
706,817,983,1625,584
725,846,1014,1679,593
736,847,1032,1692,597
742,849,1040,1705,597
732,847,1050,1717,599
723,829,1048,1710,601
694,809,1055,1688,601
673,783,1038,1668,588
639,753,1037,1655,590
612,722,1035,1641,583
580,696,1035,1630,581
556,666,1033,1626,581
528,633,1033,1642,587
508,618,1028,1656,585
501,605,1021,1676,584
484,593,1018,1683,592
477,584,1007,1702,593
464,578,994,1735,600
467,565,964,1729,601
465,565,943,1722,601
473,556,918,1686,598
463,558,893,1668,597
462,553,865,1620,595
462,548,840,1568,590
460,546,823,1518,581
463,548,799,1457,572
465,551,787,1405,571
469,548,780,1376,554
480,560,775,1341,563
483,561,774,1314,556
498,583,784,1313,552
515,594,789,1337,550
531,614,808,1350,555
556,649,828,1377,561
580,672,857,1431,562
613,708,880,1481,571
644,739,914,1543,578
666,771,937,1592,585
689,793,971,1625,586
712,815,987,1659,591
721,836,1006,1676,594
732,839,1021,1689,591
727,837,1022,1677,591
714,833,1029,1656,589
699,811,1033,1645,587
679,787,1028,1625,583
650,759,1024,1617,584
617,735,1026,1612,581
594,699,1019,1605,582
562,681,1021,1628,579
545,654,1020,1654,581
524,630,1025,1683,591
504,612,1024,1716,596
491,603,1016,1746,601
485,593,1020,1775,609
477,580,1011,1800,606
471,578,987,1798,610
472,574,963,1784,605
466,562,950,1749,608
464,561,918,1702,598
463,553,886,1644,591
464,549,865,1599,588
466,542,838,1534,578
467,551,810,1473,573
462,546,801,1411,564
475,553,793,1383,567
479,563,781,1352,559
487,569,782,1338,552
497,578,787,1343,553
511,601,799,1368,561
530,621,818,1396,563
558,656,846,1437,568
583,683,871,1491,578
612,721,902,1551,582
642,765,949,1612,589
667,803,985,1661,589
694,847,1018,1699,591
718,894,1067,1729,597
744,938,1104,1751,599
753,977,1155,1756,595
766,1009,1182,1756,594
760,1042,1214,1758,590
763,1065,1251,1751,589
741,1073,1282,1744,591
724,1078,1307,1738,579
698,1085,1326,1725,583
673,1084,1343,1728,577
644,1063,1348,1713,578
621,1036,1357,1714,573
595,1012,1347,1706,574
574,974,1330,1706,574
554,932,1300,1673,578
533,888,1272,1640,567
518,834,1225,1601,567
500,788,1178,1573,564
493,744,1120,1527,563
480,705,1064,1467,556
471,664,1017,1420,544
465,639,960,1366,545
461,609,916,1330,547
462,587,876,1287,539
461,572,842,1257,541
459,564,816,1233,543
465,555,795,1218,537
470,558,785,1235,542
474,565,781,1249,541
488,577,780,1272,549
502,586,792,1303,549
512,606,807,1358,551
535,632,821,1403,566
562,660,853,1459,570
586,693,885,1504,572
613,731,910,1546,577
641,778,943,1580,579
676,816,983,1615,583
695,856,1019,1627,585
717,903,1052,1643,587
736,946,1093,1634,580
746,978,1123,1621,580
747,1022,1150,1613,569
749,1028,1173,1600,568
742,1056,1197,1581,568
723,1073,1209,1552,559
703,1075,1224,1543,562
676,1070,1225,1515,555
656,1059,1211,1486,553
630,1031,1183,1467,548
606,1010,1166,1429,543
580,973,1136,1410,537
557,933,1103,1368,541
541,887,1065,1336,538
523,839,1018,1296,536
513,788,974,1256,530
496,743,929,1228,529
487,703,886,1190,525
472,667,847,1166,524
466,637,822,1146,526
465,604,792,1128,523
461,585,780,1120,524
456,566,761,1123,523
455,562,749,1139,525
459,548,748,1156,528
467,555,740,1182,536
473,559,751,1213,536
491,570,760,1250,543
495,588,773,1312,558
510,604,795,1352,556
526,626,811,1399,559
553,649,839,1448,570
580,681,870,1500,575
607,728,901,1538,573
634,764,942,1575,580
660,799,976,1596,578
693,854,1028,1621,580
713,895,1060,1633,578
733,935,1106,1636,574
754,980,1145,1632,577
754,1010,1187,1649,573
743,1040,1235,1640,568
744,1064,1281,1658,576
738,1082,1309,1662,566
708,1093,1341,1681,572
688,1097,1365,1700,571
664,1087,1380,1699,572
647,1070,1384,1711,568
617,1043,1404,1715,576
599,1020,1392,1711,575
574,979,1372,1702,578
552,939,1338,1678,578
532,892,1293,1653,580
517,837,1248,1601,592
501,791,1195,1552,592
491,751,1134,1505,596
481,704,1084,1449,606
471,668,1021,1399,625
471,639,970,1358,648
463,613,921,1325,669
462,595,892,1303,699
457,579,859,1300,738
460,570,838,1296,775
466,569,822,1301,812
469,569,818,1324,850
482,577,821,1362,886
493,593,819,1397,915
510,607,833,1431,937
526,630,852,1465,950
551,655,871,1497,956
573,684,890,1528,937
603,718,923,1555,932
627,758,959,1566,901
656,804,993,1578,866
679,845,1024,1578,824
698,884,1073,1581,790
721,921,1107,1584,746
735,978,1153,1595,714
740,1016,1189,1593,678
752,1042,1239,1605,657
742,1067,1276,1615,631
731,1086,1314,1630,619
718,1102,1345,1650,602
697,1104,1369,1678,600
676,1107,1401,1694,586
649,1086,1401,1699,583
620,1070,1407,1726,582
607,1037,1402,1711,577
580,1003,1374,1706,577
561,962,1339,1675,568
543,918,1297,1651,568
527,869,1242,1602,570
509,813,1199,1570,567
496,768,1137,1520,556
489,728,1075,1464,555
481,681,1024,1413,556
475,655,960,1370,552
466,622,907,1342,551
463,601,874,1327,549
463,586,845,1324,555
466,572,825,1326,550
469,571,806,1331,557
474,569,794,1359,552
480,579,788,1383,568
491,579,795,1408,565
507,600,810,1449,573
523,622,823,1475,573
540,647,841,1484,575
564,674,866,1508,577
595,702,892,1513,581
614,748,921,1520,579
643,781,960,1521,572
668,827,1000,1515,572
692,869,1031,1516,572
714,921,1075,1527,569
736,956,1114,1529,567
737,994,1159,1544,567
747,1026,1210,1558,559
742,1054,1245,1580,563
739,1074,1298,1608,569
721,1091,1318,1651,572
700,1095,1350,1681,568
681,1089,1365,1703,574
658,1079,1383,1729,581
632,1055,1382,1731,578
607,1024,1374,1739,579
586,1000,1363,1750,577
567,966,1329,1721,581
548,917,1293,1688,579
533,870,1242,1647,570
515,816,1196,1585,574
497,773,1132,1526,562
486,729,1077,1469,551
482,686,1016,1392,549
471,654,963,1343,540
465,624,921,1278,536
461,601,875,1216,535
458,588,839,1176,528
455,570,810,1145,522
464,566,788,1111,521
466,565,779,1084,526
476,569,767,1078,515
488,578,774,1073,516
499,587,778,1069,518
518,612,793,1078,518
538,632,812,1089,519
554,661,829,1109,522
581,697,857,1140,520
605,732,891,1162,523
633,767,922,1194,526
659,803,973,1238,528
682,851,1006,1281,536
704,897,1046,1342,549
723,943,1104,1408,548
736,976,1141,1471,555
732,1011,1198,1543,558
731,1035,1241,1617,570
738,1059,1272,1696,577
717,1073,1322,1769,587
701,1084,1352,1842,597
685,1082,1377,1914,601
653,1073,1387,1963,602
645,1058,1390,2001,612
610,1025,1394,2014,616
594,1000,1382,2023,613
572,966,1349,1998,614
550,912,1305,1957,611
531,866,1266,1887,609
517,828,1209,1826,595
505,785,1152,1726,588
489,741,1100,1636,577
483,700,1036,1549,567
472,661,983,1455,563
465,632,932,1373,551
463,609,885,1293,540
466,591,847,1231,536
458,576,822,1175,528
467,574,802,1136,522
470,569,786,1105,520
477,576,778,1087,520
489,582,773,1080,515
502,592,781,1066,515
520,616,794,1074,510
544,638,815,1088,511
561,664,834,1111,516
581,694,860,1135,523
612,734,901,1171,525
637,771,935,1218,524
660,807,963,1252,535
690,858,1017,1320,536
710,907,1057,1387,546
721,943,1116,1457,553
733,985,1155,1529,561
736,1013,1204,1611,567
743,1044,1248,1677,573
732,1063,1285,1766,589
719,1079,1326,1841,594
705,1089,1354,1912,604
681,1087,1374,1959,605
667,1074,1396,2003,616
636,1058,1389,2026,615
613,1034,1381,2036,616
593,1000,1359,2008,609
574,957,1339,1968,610
556,919,1303,1911,605
535,878,1261,1842,595
518,826,1207,1755,591
505,787,1156,1673,583
493,739,1096,1572,568
483,703,1034,1490,559
480,670,984,1406,547
469,634,916,1325,541
467,617,885,1262,538
461,594,859,1200,534
467,580,819,1160,524
470,571,794,1119,516
473,575,784,1093,520
482,574,779,1069,517
499,585,783,1071,520
507,601,783,1068,524
526,621,802,1088,517
546,648,817,1101,517
563,673,842,1123,521
594,708,873,1153,524
615,747,905,1198,532
648,789,942,1241,529
673,825,983,1300,538
695,862,1025,1361,543
718,925,1079,1442,551
739,955,1114,1526,561
747,996,1176,1597,569
754,1022,1217,1676,577
760,1051,1263,1760,586
746,1069,1302,1826,596
739,1092,1333,1910,602
723,1086,1362,1963,609
694,1090,1373,2002,610
673,1078,1397,2037,621
644,1059,1397,2039,610
621,1026,1389,2030,609
600,993,1378,2016,614
577,958,1344,1951,612
554,920,1297,1887,599
537,872,1272,1811,591
521,823,1202,1724,585
508,784,1147,1636,570
499,738,1096,1549,566
481,704,1032,1456,552
481,665,988,1376,544
472,639,933,1300,539
467,615,884,1243,535
465,600,846,1178,523
464,585,820,1134,518
471,574,799,1103,517
472,571,779,1075,505
481,576,780,1060,511
486,590,779,1058,515
503,596,791,1049,512
523,617,797,1058,513
536,631,815,1069,512
562,669,832,1088,514
583,701,863,1113,513
608,735,896,1143,517
634,778,936,1171,521
659,813,964,1203,520
675,860,1012,1235,526
709,906,1054,1277,525
720,941,1109,1330,532
736,975,1147,1375,539
729,1001,1191,1417,543
737,1030,1234,1456,544
725,1065,1272,1501,549
712,1073,1316,1544,548
704,1082,1344,1581,558
682,1088,1364,1613,557
661,1070,1364,1623,554
633,1053,1366,1646,554
614,1014,1361,1638,562
581,992,1352,1629,560
566,955,1326,1600,566
545,916,1289,1575,557
529,866,1236,1529,557
511,826,1197,1492,555
492,782,1139,1437,555
493,731,1088,1379,552
468,689,1029,1331,553
467,660,989,1280,562
456,629,948,1225,566
453,610,896,1176,573
448,582,861,1134,580
446,573,830,1113,597
443,559,813,1077,620
442,547,792,1054,640
439,546,780,1047,665
437,536,777,1040,697
440,537,770,1027,722
443,539,772,1029,758
441,544,768,1030,792
444,551,771,1037,815
445,560,778,1039,840
452,575,788,1047,854
458,587,809,1072,868
461,608,826,1091,870
467,634,852,1110,871
470,648,883,1139,859
475,685,925,1174,834
474,708,957,1216,812
482,738,1005,1255,787
488,774,1050,1309,761
495,810,1094,1363,733
502,839,1142,1413,706
503,861,1187,1447,679
505,885,1220,1491,654
509,899,1246,1521,632
508,899,1268,1550,619
505,901,1279,1563,596
505,891,1272,1559,592
499,867,1256,1551,579
491,846,1239,1530,571
490,814,1190,1496,566
481,784,1155,1441,556
474,745,1109,1403,549
470,721,1051,1354,539
458,670,1003,1294,541
458,655,957,1244,538
450,622,906,1194,522
446,593,866,1152,526
443,569,833,1105,521
441,556,800,1073,517
443,547,779,1038,514
437,533,752,1025,516
436,523,745,1012,512
434,527,741,995,510
435,526,725,986,512
435,525,728,987,506
436,532,728,994,512
443,537,736,997,514
438,546,740,1002,511
442,557,763,1015,517
448,572,768,1033,513
450,585,795,1051,515
451,608,814,1076,517
457,635,847,1101,516
461,659,882,1140,518
468,694,922,1179,524
474,726,975,1230,527
479,753,1023,1275,536
482,792,1066,1331,541
491,825,1118,1378,540
494,851,1155,1415,545
492,860,1192,1460,545
505,877,1218,1487,548
495,879,1243,1501,550
499,876,1255,1524,548
501,867,1239,1521,553
491,852,1228,1513,553
486,825,1199,1490,545
487,804,1162,1449,544
477,766,1128,1422,540
469,736,1080,1375,538
460,696,1034,1314,533
458,662,978,1268,532
447,635,937,1219,526
447,606,885,1166,527
440,586,850,1125,520
444,565,816,1097,517
434,555,792,1066,511
432,543,771,1032,511
433,530,757,1017,512
433,523,735,994,508
433,522,733,995,510
435,523,730,988,510
436,522,721,980,507
433,523,726,984,512
433,535,735,996,504
437,548,743,1005,510
442,564,759,1016,508
442,575,775,1030,511
442,593,799,1054,513
450,616,830,1082,515
457,633,865,1114,517
456,672,898,1159,522
462,696,940,1201,524
466,740,986,1240,526
476,772,1029,1291,529
479,789,1083,1327,534
483,814,1122,1385,538
492,847,1159,1424,543
489,863,1198,1464,547
495,873,1215,1490,552
497,873,1237,1503,549
492,872,1239,1519,552
492,860,1222,1514,551
483,836,1201,1492,552
482,814,1180,1473,550
472,784,1152,1440,547
469,754,1103,1392,539
469,721,1048,1344,532
455,685,1010,1299,536
451,654,960,1248,527
451,624,914,1195,524
445,601,871,1145,520
439,584,841,1111,519
442,564,814,1077,517
442,545,783,1049,510
437,535,758,1021,508
427,530,740,1003,507
436,521,729,993,509
431,515,721,982,503
433,510,712,971,501
434,507,710,962,505
431,509,709,967,502
429,510,702,965,503
426,507,708,962,506
430,507,715,969,504
431,506,717,976,508
427,510,727,999,502
431,512,737,1005,509
428,517,749,1024,512
433,518,768,1038,512
429,523,780,1065,511
434,523,801,1095,520
429,527,823,1110,517
433,531,841,1141,518
434,539,865,1161,522
432,538,877,1192,523
428,544,903,1213,524
437,543,914,1236,529
436,542,926,1244,531
433,544,931,1257,533
435,548,936,1255,532
438,542,927,1248,537
435,538,926,1241,529
437,544,907,1230,527
439,540,895,1203,523
444,535,877,1185,526
446,541,860,1159,522
450,546,846,1136,520
458,546,827,1116,517
457,548,815,1084,511
479,555,804,1069,516
476,570,794,1058,511
497,584,793,1053,508
507,594,793,1056,512
530,611,805,1048,504
547,629,809,1048,508
566,652,830,1059,511
585,674,840,1065,508
614,691,857,1077,511
624,716,871,1088,513
643,737,888,1115,517
657,750,905,1129,514
660,759,914,1137,516
670,763,929,1145,513
662,764,933,1155,521
663,760,940,1171,524
646,744,944,1178,519
630,738,948,1192,531
620,718,952,1205,519
602,703,947,1221,524
579,680,951,1215,521
560,659,954,1230,528
531,636,952,1240,522
513,621,954,1255,525
504,601,954,1260,536
486,589,954,1257,534
474,573,943,1256,531
466,556,935,1255,524
455,555,931,1257,531
445,541,924,1239,526
443,537,903,1218,524
437,534,887,1198,523
438,525,870,1185,519
434,521,853,1147,517
435,514,829,1120,520
433,515,812,1097,518
434,517,788,1071,511
431,511,772,1058,515
439,513,764,1032,509
437,516,743,1010,502
440,522,733,1000,496
445,516,721,984,505
448,523,729,986,503
457,524,726,987,507
461,538,732,987,510
475,544,749,990,505
483,562,748,1002,510
502,577,758,1011,501
514,595,781,1032,510
528,613,795,1049,511
552,636,821,1082,510
570,656,847,1105,517
592,679,878,1131,515
615,707,906,1166,518
630,732,944,1194,519
646,743,963,1227,525
657,760,997,1262,530
661,767,1016,1281,528
670,773,1039,1315,528
659,776,1052,1330,535
657,767,1064,1350,534
645,750,1075,1360,535
630,743,1072,1362,535
616,726,1074,1356,536
596,708,1058,1351,539
576,682,1037,1334,536
555,662,1011,1314,536
533,639,987,1283,531
515,614,964,1264,532
502,591,930,1228,526
482,570,913,1192,529
475,560,876,1170,530
461,550,842,1133,522
457,535,823,1110,525
446,528,802,1084,522
441,519,785,1061,517
439,516,765,1047,521
434,510,747,1029,527
437,510,748,1027,534
432,504,736,1017,535
434,507,734,1020,543
441,507,729,1027,553
436,506,730,1035,571
436,515,732,1041,587
438,514,733,1056,610
437,518,740,1059,631
447,523,739,1077,657
455,530,752,1089,687
464,542,765,1103,712
471,555,772,1120,742
483,567,781,1124,775
500,581,790,1137,796
518,601,808,1149,819
533,614,818,1155,835
548,634,837,1151,852
573,667,850,1180,864
593,690,870,1175,855
612,705,899,1176,849
628,729,906,1183,838
643,754,921,1191,816
659,770,935,1185,796
674,790,952,1191,769
679,794,953,1185,740
680,808,963,1188,715
680,807,964,1185,678
670,808,969,1175,655
662,809,974,1182,632
645,809,970,1179,608
629,807,960,1181,594
615,811,968,1192,579
596,811,968,1189,560
585,807,976,1211,554
569,806,976,1218,546
554,816,988,1241,542
543,824,990,1267,542
533,827,997,1289,544
528,830,1004,1318,549
518,843,1014,1345,549
513,835,1009,1380,553
512,825,1003,1396,548
501,818,997,1430,560
493,802,978,1438,560
488,788,973,1450,562
488,762,946,1447,562
483,741,925,1448,560
472,715,913,1442,567
474,691,879,1440,563
468,666,860,1413,562
468,640,843,1392,563
472,624,815,1351,559
470,605,795,1336,562
471,596,784,1291,549
477,585,779,1267,549
479,584,771,1225,538
490,583,772,1202,533
499,588,771,1176,536
512,594,769,1147,526
529,615,786,1136,525
545,627,794,1124,520
561,653,809,1107,525
585,670,825,1106,521
604,690,846,1113,520
619,713,858,1107,516
636,728,876,1125,518
658,746,890,1127,517
662,762,903,1137,522
669,768,910,1139,519
676,774,912,1142,524
673,786,918,1165,524
667,778,913,1177,528
658,779,916,1201,525
643,774,913,1215,529
628,763,906,1228,529
615,761,902,1257,536
598,755,907,1278,538
578,760,911,1313,546
566,749,918,1337,546
555,756,923,1388,554
536,751,932,1404,561
538,774,950,1437,560
523,781,961,1473,557
513,787,971,1494,567
516,807,983,1516,569
506,806,988,1518,568
509,817,1008,1530,568
501,825,1004,1521,566
500,820,1004,1498,563
498,810,986,1473,560
495,794,977,1441,560
487,784,962,1404,555
489,772,948,1357,542
488,738,927,1296,543
479,721,900,1260,541
481,690,877,1216,528
479,674,849,1179,527
477,652,835,1142,523
482,642,813,1112,517
485,629,795,1091,523
495,619,792,1075,513
501,618,777,1061,513
507,618,785,1062,512
525,634,789,1062,513
543,640,797,1076,511
561,651,806,1092,516
579,666,821,1114,525
599,689,836,1139,522
611,704,850,1174,523
634,721,865,1208,528
639,730,879,1231,534
656,744,894,1268,537
663,760,894,1303,545
669,766,899,1329,541
665,758,903,1356,550
666,753,900,1374,551
651,746,897,1395,559
642,732,886,1400,557
628,711,872,1401,558
609,691,857,1397,556
595,665,837,1382,556
571,652,818,1362,557
549,630,801,1339,553
535,606,784,1300,547
517,592,766,1266,545
503,572,750,1223,536
494,565,739,1191,536
475,547,734,1158,529
464,533,719,1117,527
460,527,711,1097,517
452,518,700,1071,520
444,517,690,1044,514
447,511,692,1025,515
442,510,696,1010,512
443,509,689,1000,509
439,507,690,985,503
444,514,686,987,507
439,510,692,983,511
444,519,696,987,506
444,523,697,1000,510
453,526,705,1019,512
459,541,711,1031,513
474,547,733,1048,516
481,562,737,1083,516
487,580,751,1118,519
499,601,772,1166,530
523,626,787,1195,532
530,651,816,1248,536
556,682,846,1296,547
576,720,875,1337,544
593,752,915,1398,549
625,795,949,1444,562
642,832,984,1495,565
657,870,1031,1537,567
678,909,1059,1581,572
701,953,1094,1608,575
704,992,1124,1627,575
704,1014,1145,1643,573
712,1033,1169,1633,574
713,1051,1190,1633,568
703,1054,1189,1610,569
702,1049,1195,1580,569
682,1039,1179,1549,559
664,1025,1159,1515,556
643,992,1138,1471,551
627,965,1114,1418,541
602,930,1073,1376,539
578,883,1031,1331,534
563,842,997,1283,530
549,798,958,1231,525
520,752,921,1200,523
516,722,891,1166,522
491,679,855,1139,514
479,649,837,1128,514
473,621,818,1120,518
464,600,800,1117,523
455,582,791,1130,518
455,564,794,1153,523
448,555,793,1174,527
445,547,796,1199,530
449,547,808,1231,533
445,541,825,1288,546
454,546,839,1328,549
451,547,863,1371,556
455,556,878,1431,562
467,565,902,1470,564
477,573,926,1515,566
484,589,941,1547,569
491,601,970,1572,573
507,619,980,1603,574
524,640,998,1609,577
543,665,1015,1616,576
559,691,1025,1609,573
582,722,1043,1597,569
596,757,1053,1593,566
624,783,1070,1563,570
641,809,1082,1553,564
659,846,1094,1520,558
683,889,1114,1506,551
695,920,1126,1473,550
704,955,1140,1463,538
714,980,1154,1445,539
717,1008,1174,1441,547
715,1029,1176,1434,541
715,1046,1190,1425,538
709,1044,1189,1411,539
695,1053,1194,1407,536
682,1036,1191,1403,537
666,1031,1181,1396,536
645,1016,1162,1401,535
623,990,1156,1386,536
601,957,1132,1379,536
